Column1,Column2,Column3,Column4,Column5,Column6
TQENL,2010/11/21,500.18,CHJSB,973.09,2007/08/01
EEVUB,2016/04/08,652.39,JZFBK,-38.86,2007/09/24
FVOTA,2007/11/20,162.25,XEYZB,-639.76,2005/09/06
ZDCZT,2010/03/08,-955.79,MSPBI,679.97,2005/02/26
EXEGX,2010/12/18,-696.8,GLHFP,647.13,2009/01/06
QMXUC,2009/01/28,353.38,UCCWO,-423.07,2010/01/29
MOKMX,2015/01/01,801.4,KCDSU,-147.96,2010/01/26
GSGWQ,2002/04/30,896.33,AMSFE,399.22,2011/02/24
QIMVT,2008/12/31,126.35,OYQZS,-537.8,2009/05/13
SVPJI,2005/07/21,-165.41,JBNFU,956.01,2001/11/05
WLLQG,2001/01/07,226.94,BKYQD,150.5,2009/05/04
ILLBV,2000/07/12,-618.54,YJXOA,836.23,2011/03/27
KGTUG,2016/07/27,770.75,SWUOG,-532.51,2016/06/08
CMAKV,2006/12/26,916.01,LHQIH,791.38,2013/10/20
GRFTT,2006/12/14,374.5,TERGJ,844.77,2014/04/04
PKAIQ,2002/04/21,896.93,KEQPQ,781.67,2007/10/06
WAOVJ,2007/02/21,-907.52,OOTZG,865.62,2009/09/19
LAKUG,2016/03/30,802.95,ROVYL,-50.21,2005/10/24
YFXGW,2008/07/16,591.27,UUSGJ,848.92,2010/06/09
WRHLK,2014/04/27,-829.05,TLWED,667.24,2013/07/05
KDLAI,2013/10/23,-687.72,PMVQQ,396.35,2002/05/12
IHCHJ,2006/09/21,-19.63,PEJUA,-63.86,2018/02/05
VEMGM,2018/10/06,372.62,BOXII,227.76,2007/07/29
PSDAJ,2015/08/03,-911.48,ASDFO,-503.08,2018/02/02
MAIOR,2003/08/25,-685.15,BTLLU,318.4,2009/11/13
QWFVM,2009/09/08,-676.58,VJVUC,-390.0,2008/08/06
GAFFS,2018/03/10,198.14,RFFJX,-555.42,2002/12/04
PEIFK,2014/03/30,622.54,MSKLM,-95.75,2008/03/23
AMMIJ,2013/04/20,-727.29,FJZNF,518.36,2018/05/16
WUZSR,2009/01/29,-791.84,UFEAJ,135.62,2013/03/07
YPPHQ,2002/02/21,-355.16,KFMOD,-481.32,2009/07/19
PXMCZ,2010/10/28,543.31,NFDSY,704.19,2006/01/23
APOQW,2005/01/26,716.57,CKERY,-468.11,2015/07/02
VCTJR,2001/08/07,628.65,IAAIZ,-611.93,2003/05/13
PRFLD,2016/07/28,314.62,IQZBI,698.45,2010/02/07
XXGDP,2002/02/12,-95.63,MPYKP,-222.85,2006/01/16
TXSYG,2002/04/21,227.01,LHPWZ,-970.76,2002/10/16
RCNSF,2005/03/13,584.78,HSMBD,-495.82,2014/07/05
FJCXH,2019/10/16,833.01,GIJLL,928.56,2019/04/22
LRPAJ,2007/04/17,-503.69,GMYAJ,661.79,2014/07/23
EUUGI,2009/03/05,200.45,XNPRP,219.23,2012/07/22
ZKVPI,2010/01/21,460.04,WBPAC,60.64,2000/11/05
UGNDQ,2012/11/23,348.17,KKYQX,-708.48,2011/04/14
IBZHK,2015/01/05,2.68,IUELS,857.78,2000/07/09
NLLTB,2011/05/23,-484.42,MVKQA,-119.85,2013/04/29
VPLQU,2014/03/07,-985.46,CKAGI,609.76,2009/03/21
QWDJD,2011/11/04,300.96,CKDOL,855.2,2001/02/19
JZARX,2005/02/02,867.03,MVVQA,271.89,2014/01/26
ZMJPL,2019/08/06,163.96,FGECL,121.41,2015/11/21
JHIFN,2019/05/22,570.58,KPPHI,739.26,2010/08/19
TMMFT,2018/05/31,-401.38,EYQYE,-704.13,2005/08/02
RERVO,2007/12/28,906.48,PUQGN,-34.37,2010/11/08
JYING,2002/12/13,-442.49,LKBIK,289.21,2008/01/29
UPUVF,2008/12/13,478.51,AHPQU,-616.58,2010/06/25
TZXNP,2008/11/24,-515.94,MJBAN,468.43,2000/08/24
RFUHG,2002/02/26,-753.19,OFHSP,-518.51,2006/01/29
FJHCT,2005/08/28,875.01,HMBZV,140.64,2013/08/22
OCGWO,2017/03/03,-379.14,PUJTK,-704.0,2001/04/16
ZUTFO,2016/08/12,947.69,BJPUL,-844.5,2017/04/14
YBPER,2017/06/18,772.15,BQPZS,349.71,2014/01/14
YQWIO,2014/05/29,138.75,EVFAX,848.73,2004/01/10
MXSVL,2013/05/14,-389.77,LELTD,221.06,2017/08/04
LGUCT,2017/07/14,-91.71,XOSPZ,-283.67,2009/06/02
BWAZN,2010/01/30,506.97,RCTKC,-591.5,2019/10/04
SSXWQ,2000/09/08,448.98,RSOTT,98.72,2005/07/23
TQCUC,2010/07/08,562.19,LUKXL,-210.85,2009/08/08
JPLJP,2001/12/26,-836.83,RMQHB,669.56,2016/03/05
TXEBU,2014/12/31,-263.59,QOCQR,-49.89,2017/11/15
DGQIP,2009/10/02,580.76,UECXC,81.83,2008/06/17
DJCKN,2004/03/01,-685.78,RCGCK,951.92,2011/09/07
XDHDS,2017/07/19,-170.88,CCJMM,121.29,2003/10/11
ZOEVE,2010/11/24,454.77,VQRBP,-86.38,2010/04/21
MUUXC,2002/09/05,784.17,MEOTI,-999.8,2003/10/25
EQAQD,2011/10/09,398.76,DATDR,361.07,2009/11/12
FTRUW,2001/10/02,-650.17,GNQCI,-82.75,2002/01/31
OZNJT,2012/08/17,279.54,FAEGG,385.83,2017/08/15
OVMAU,2010/06/25,558.22,IDBXZ,517.39,2015/08/16
QABOX,2008/12/11,-266.31,HYAGB,834.27,2014/05/29
YHIET,2005/07/08,-679.13,GXLEN,729.83,2008/03/14
XILWC,2012/12/22,185.65,IQKUV,-756.54,2015/07/02
CBPOD,2009/10/20,244.78,WVAIL,805.36,2000/08/28
MUHWX,2013/08/02,732.68,JGBSF,856.42,2013/12/06
OPHWA,2017/09/26,-968.06,KDXFC,-158.44,2019/10/28
DBCQW,2005/12/08,130.34,VWGVN,-442.34,2007/08/22
MTNMR,2001/12/19,-408.66,YUVYZ,-291.36,2012/11/13
RHQJL,2002/01/22,-279.37,EOLCI,74.31,2010/12/21
PHEJI,2012/08/08,842.78,STBTR,-373.8,2015/06/19
OQVJR,2004/09/07,-64.31,UPYGS,382.96,2018/06/16
JXCHN,2015/09/14,-148.99,DNSEY,958.72,2005/06/26
ZNCVN,2012/03/19,889.61,XGHKG,-209.46,2007/04/06
NGCBA,2004/09/04,-410.08,FACCM,65.5,2015/11/23
PJEQM,2016/11/09,458.12,LOFIV,518.21,2003/12/04
TFLOD,2017/11/18,551.73,RWDDZ,-456.97,2008/05/20
EWMVA,2008/07/31,724.06,MNEIU,-643.89,2015/01/06
HSWJI,2011/01/26,-11.18,XAKSZ,236.79,2017/08/22
QUBFL,2019/10/03,-58.18,XAFJN,-35.98,2014/11/17
NIVZY,2019/08/14,-875.73,LTJHI,-985.81,2005/04/27
XYOML,2000/09/04,5.47,ELXSE,433.8,2016/03/14
JFHZH,2010/11/24,613.15,VFRVI,594.33,2006/11/01
MFYHT,2003/07/13,798.28,GHOUQ,-529.41,2002/11/27
PUBME,2014/11/05,66.72,HWWGK,-782.67,2019/03/01
EOSIU,2000/06/02,-256.59,HORKT,67.45,2015/02/18
SDFFJ,2006/11/02,441.63,YNKJU,772.26,2001/03/01
HCALJ,2008/12/18,409.32,ZTDTX,489.64,2015/07/01
ZOEUY,2012/11/06,139.26,SFSHW,798.94,2017/09/15
YIXMR,2009/08/27,-143.03,FQRTE,-749.34,2011/12/18
FDKHS,2017/04/24,587.97,JCBQN,122.72,2015/10/18
UHZVC,2002/05/09,241.54,KEDEK,-5.67,2018/03/12
DWFZN,2018/10/12,811.13,GKFMA,242.89,2002/12/05
ZXYWU,2012/09/15,-503.89,VRJPO,580.86,2007/10/13
AHRSG,2009/10/02,-827.17,TFMVD,-337.35,2001/04/22
FLBKX,2012/07/01,424.95,ZUQEB,474.34,2005/08/01
OMTXF,2018/06/15,925.96,EUMRE,-502.17,2009/11/16
CIXCT,2004/12/12,959.62,ZOFJE,-670.49,2004/02/20
OGRYM,2017/04/08,539.63,XAQRT,-599.71,2002/07/21
IHGVW,2014/06/26,290.67,VTXPL,-166.35,2018/01/15
ZYKOZ,2006/06/04,-237.2,OZKXG,-437.2,2000/11/09
GJQDI,2018/01/07,175.43,QYIUT,401.2,2009/03/31
IBBPP,2008/02/19,-641.56,HUFXP,853.65,2008/03/13
BVRWN,2017/03/04,-310.39,ENMTQ,612.77,2001/10/06
XOFTW,2002/01/04,-63.97,UEFWV,748.66,2006/12/24
YCMBZ,2001/08/21,394.59,GXBWS,792.55,2012/05/02
DNYGN,2019/03/08,454.25,LKYRV,-976.55,2019/08/23
XUEIE,2015/01/08,-417.41,JFBIU,-65.33,2000/12/07
AIUXS,2001/10/04,572.23,VFXJN,371.91,2001/04/21
IPQHZ,2000/07/27,-659.11,OLRCF,23.14,2017/08/11
ZUFMM,2017/05/27,-611.41,TLBJT,-217.68,2006/02/18
XAXBU,2003/02/17,658.35,MMGZF,-583.65,2002/08/17
LPNAF,2016/09/14,-881.22,TXPVM,-970.92,2005/11/11
NXIAK,2003/10/29,341.06,QJZZK,503.85,2013/09/12
WKFNE,2005/02/08,-393.48,JFWKX,-469.8,2014/11/28
BZDWA,2002/09/19,924.5,ZZFAJ,272.82,2004/05/11
XPPMF,2015/12/29,691.79,MPKMZ,909.39,2008/11/18
CRZSZ,2001/01/25,71.93,JIEWR,908.47,2013/06/13
XFBSH,2014/08/15,893.51,EVWNV,810.3,2005/01/15
KIJBX,2015/03/25,-752.1,PKLAT,152.11,2016/02/20
IJBOZ,2016/01/10,-243.39,FZFUJ,286.24,2001/02/11
OFQLO,2017/04/03,-98.22,WDYBJ,-832.6,2010/05/10
UGGKS,2005/07/21,-465.75,WQZNK,6.39,2013/07/26
JRQOL,2004/02/08,391.89,LJBMI,704.79,2012/04/17
IOIOC,2012/12/25,492.89,HQNMG,601.24,2009/01/15
XIXEI,2012/09/23,-320.62,MWRPU,300.3,2015/12/01
MFNOE,2010/12/19,713.87,HMADR,508.98,2005/08/27
YDONV,2009/06/22,-768.36,QWLXX,-66.85,2012/03/08
ZQEUP,2000/03/29,485.1,QLXNO,186.1,2017/01/13
HOSCW,2004/03/21,-96.67,OAWHB,969.45,2019/06/21
TMUYT,2007/12/20,-731.4,WCEKK,871.98,2019/04/03
NCSJP,2003/07/04,267.27,ONUWU,703.01,2004/01/22
IWIWG,2004/09/10,585.86,LIEUV,790.65,2004/04/27
MYDOP,2007/07/10,721.85,LULDW,-276.54,2008/03/15
JRCOT,2000/12/10,-414.46,GPRZT,-254.67,2005/04/24
FPWXM,2009/04/21,33.68,JBABK,441.05,2005/11/22
APTJK,2005/02/13,206.18,QBUYC,138.35,2013/10/08
PXQDZ,2006/03/30,199.4,EOAZF,944.94,2010/03/14
YWKIP,2013/02/07,987.67,PUJHZ,-905.01,2009/03/09
FZHAO,2009/07/28,631.71,LSQUA,730.33,2005/11/26
KCBNT,2005/10/28,-616.79,ONOQI,42.73,2007/10/02
QTRJB,2011/12/17,-314.97,HMVBN,-236.67,2018/12/22
IVVOM,2010/09/13,-248.28,XHHBM,273.54,2018/03/22
WIFYP,2002/03/23,-37.24,ZYROW,-548.35,2008/11/30
OPORQ,2019/08/17,-570.76,FNOEY,-884.97,2001/06/22
ACPOR,2009/09/28,-927.93,HQIHX,-339.83,2004/05/26
RDKLD,2004/02/09,-491.48,ASVZW,-869.89,2000/02/12
CRDGN,2012/01/05,980.12,XAWUZ,773.68,2013/09/06
EYFQK,2014/04/05,-470.78,AWWQS,-417.29,2014/06/28
QTOOT,2012/01/17,-259.49,SGQVS,-411.68,2010/07/07
ZRVQL,2009/12/04,659.78,IDANS,-301.1,2006/12/04
DESOQ,2008/11/28,669.59,PEBZN,-428.53,2014/02/25
UOYDQ,2003/05/27,273.07,XGLDM,-679.42,2019/07/14
FFWLE,2019/03/29,-705.42,ZOXMO,603.92,2010/01/01
BOHOY,2017/05/05,791.8,QQLPO,740.71,2015/11/24
KLKSJ,2015/05/21,-533.68,YIFJN,-345.97,2012/06/12
ZSUEC,2004/05/03,655.26,FDSFO,685.42,2004/06/15
ZMFRE,2005/12/05,-469.87,KTSTL,-127.4,2015/04/04
GLVNP,2019/10/27,-15.35,VNDLN,-705.72,2002/10/29
KZDJX,2018/03/28,555.81,SQSPS,417.68,2017/07/07
ERVCK,2000/07/09,-992.93,JMBLW,-950.54,2002/09/21
YUOWD,2002/09/17,491.53,EFQZS,-463.49,2014/08/31
LQMIB,2000/01/08,-896.71,ZOGDB,-146.24,2004/10/25
FCJEC,2006/04/20,-196.47,OXIQM,-612.5,2011/08/13
NXMBL,2002/10/25,-1.13,QLVBA,326.49,2000/01/03
BAYQZ,2017/02/03,-118.22,LLRJC,-650.32,2018/03/16
AYXIJ,2013/06/07,-200.21,ZHXIW,259.39,2001/09/26
JFBGL,2016/04/14,194.29,ZYHWS,-256.59,2005/11/03
UXUJL,2001/09/25,415.71,ZWHCQ,-944.14,2004/07/05
AWSZU,2003/08/28,215.69,FIWRM,-615.8,2013/03/20
DSUBM,2006/08/28,-819.47,KRNHX,508.7,2009/01/31
AOJJI,2006/08/21,-850.19,UPWHQ,-861.77,2012/02/05
SHTRG,2018/02/21,-11.23,HDFAX,397.8,2012/02/20
MLKLY,2000/09/27,-279.08,HQMCF,-995.35,2001/07/22
GQZGB,2009/03/25,-287.83,KIGZQ,228.83,2012/09/01
RDGEH,2015/07/06,-533.24,CZSDK,-611.11,2012/01/11
RAQTK,2019/08/07,409.47,CMCRA,797.33,2005/10/25
IZIBE,2018/12/28,975.3,GJKKQ,919.88,2001/07/30
EQAFX,2012/02/14,-771.43,JYNDD,-422.86,2010/12/05
KOUHK,2006/09/10,-187.93,UBYIJ,231.87,2013/03/17
KJGMI,2013/07/23,-269.69,QJDPU,-388.24,2018/08/03
BXOKM,2008/11/16,-687.88,DIVDO,593.9,2008/08/29
MLMOZ,2018/04/16,30.63,BTLRS,-583.59,2017/03/13
LSBCQ,2018/04/10,-34.43,BGQOA,-657.8,2007/09/14
EPLSK,2003/11/27,494.99,KQHIU,-655.06,2014/12/19
PUVKW,2019/08/14,445.69,ZEVIX,-537.01,2005/06/25
RIBOP,2014/09/27,729.63,YBWAC,-328.07,2010/03/26
NDTBJ,2016/03/31,-325.51,XAJWA,-548.57,2011/01/16
EZHEE,2012/10/28,675.2,CMQNH,989.5,2013/04/02
ZNKLR,2000/03/20,-613.36,JWSYA,499.22,2015/04/08
JXTCZ,2018/02/23,-267.7,RMFLY,537.5,2001/12/15
AUWKO,2004/09/22,710.36,JDIJT,221.27,2010/11/08
WVWDM,2011/10/20,974.99,AYYZU,-478.66,2017/07/05
ABCOB,2006/11/30,296.28,AUKSK,-483.54,2003/01/23
WMFQS,2007/02/22,-342.18,HGPLT,-517.31,2015/04/07
VBYVG,2016/05/27,-681.74,HNKFH,984.17,2016/12/16
JUXNB,2018/06/18,-579.71,PVSZQ,279.03,2018/05/22
TJCCP,2007/03/14,266.07,XCJQD,835.48,2006/09/08
DSROX,2015/12/03,848.94,YXMBO,-603.07,2016/09/02
EBXQX,2012/01/25,635.15,ABFZB,-132.09,2004/11/03
NAZMX,2019/02/19,-49.12,MEXIO,-97.59,2006/01/24
SFSTU,2002/05/30,762.27,CJGQA,844.49,2002/04/29
YISGD,2000/12/22,823.2,YXVLN,-126.39,2011/07/26
KHXMD,2017/10/05,792.16,NDUFT,684.39,2016/06/29
WKXAT,2017/08/08,-671.96,CKRFZ,201.47,2003/03/08
RADKX,2008/03/05,346.77,LXGYA,839.49,2008/05/02
NUMCY,2018/12/08,648.6,GVZGZ,40.62,2000/11/23
YLNIY,2018/12/01,240.82,OJOEO,314.38,2014/04/04
ZAEAN,2008/06/14,-597.32,PVYFE,334.52,2010/03/29
MJDAM,2008/10/19,254.25,UMANC,915.82,2013/04/26
HHUVO,2016/02/08,-693.93,TMOIG,-828.61,2013/12/27
YJNNE,2005/09/28,-764.94,HJKYU,503.66,2019/05/21
SMFOC,2019/03/22,-530.57,LFLQL,-64.81,2017/07/05
HPXPV,2005/05/11,-802.9,ZDICQ,-440.56,2012/02/17
SNAVI,2019/01/22,726.56,RSCWY,279.72,2018/12/11
EYSCN,2019/09/28,10.75,YUCVC,921.98,2007/01/10
MDZNH,2018/05/16,583.34,ZPFAL,636.5,2004/07/07
BKTRV,2012/05/24,553.82,PNJOW,786.15,2006/09/22
ELPXZ,2007/11/04,-452.0,WQSHJ,3.93,2014/01/27
AVGQN,2013/12/09,-194.13,SXWLB,-314.52,2015/01/23
TBZQW,2016/06/24,418.04,QDGAS,-294.11,2000/02/13
HAYBD,2010/07/03,-912.28,LCZPZ,905.82,2016/12/29
PYBVM,2008/09/25,950.72,LCMRB,-117.14,2014/07/18
FYWOG,2006/03/24,60.84,BHJSW,-169.22,2005/08/31
SOLMM,2018/09/17,459.86,CWWNF,-444.19,2015/05/15
NSKZV,2004/05/17,116.55,BAZUO,470.08,2009/05/30
CGTID,2008/12/26,-394.31,DNYUY,825.66,2017/09/08
EKWEN,2005/12/26,26.0,DENBS,517.11,2007/03/22
CWTTN,2015/08/11,-495.27,MKYKL,180.42,2009/10/28
BZXWM,2004/09/24,-748.0,YWOWW,6.5,2008/08/11
JLLQD,2002/01/08,379.81,GIEXW,-841.05,2011/02/15
FIHHC,2006/07/03,217.51,CKQHX,-495.78,2016/10/01
YRXON,2008/01/24,463.85,OYCCP,622.42,2004/04/01
LHRXH,2012/06/15,-165.86,JWXEM,243.67,2008/09/26
NMFXG,2007/06/04,812.28,RDSDH,401.79,2007/05/22
OWWVG,2018/04/15,90.39,YNULV,309.8,2017/01/07
TJKLV,2012/02/23,786.14,SMYNG,103.78,2001/01/17
LDOZG,2000/01/26,738.54,VWIOV,387.86,2011/08/17
PRAOA,2018/02/03,108.87,NRFRB,697.25,2016/01/11
WDITH,2006/04/23,716.85,ZYNFH,545.23,2012/03/07
LSOLF,2018/04/17,-98.84,BVJUT,-509.92,2014/03/01
TBDLV,2003/01/19,-708.06,OWCMF,399.94,2017/11/29
JFVKN,2019/04/27,984.82,CFJWD,-54.96,2013/07/30
VDETR,2008/01/09,913.81,WJHOR,-598.86,2008/11/25
HKGQM,2015/11/02,-91.22,EWHMV,519.2,2014/10/03
UMERZ,2013/11/12,-705.51,LAINX,58.9,2002/11/07
ZFEKL,2007/04/13,404.86,MXBLN,549.38,2006/09/18
FIPIL,2001/09/12,-396.74,FPNZT,772.56,2013/04/12
JECQX,2019/03/10,376.26,FUQRA,-755.48,2000/05/01
XSWSZ,2001/02/24,211.73,GDJZE,696.99,2009/09/14
RHLVP,2005/03/09,-344.24,DJLJZ,-371.07,2003/11/22
CKLOA,2019/02/19,831.01,FEFIZ,-843.03,2016/05/15
JPSCG,2009/05/25,784.61,QOWJG,231.4,2011/03/07
GJCUI,2016/04/21,-513.04,NTYSX,-243.39,2015/04/24
GFUBN,2011/01/07,-243.9,DKXKD,333.39,2011/06/09
FROFS,2016/04/07,399.15,QTBSW,-467.11,2001/03/04
WCTKN,2018/11/30,-282.85,NXQBL,-802.38,2008/01/20
MPQQB,2018/10/23,731.4,CELBA,964.76,2015/03/23
JDBHJ,2015/05/06,568.22,EXFXG,-996.87,2002/11/25
ZIAHT,2007/08/30,-427.55,CHEZF,773.92,2013/03/26
TAOPZ,2007/05/02,-784.42,ZVBVK,731.21,2011/08/10
XGDKM,2013/07/05,744.36,MDJDO,-527.37,2009/09/16
COQDO,2013/07/20,-820.53,CXSBC,999.59,2004/09/26
PULMY,2016/10/09,689.82,EXMUG,480.1,2019/01/23
RNXER,2004/09/17,-790.81,VOLPB,-907.9,2012/06/30
IIUPZ,2019/05/30,-268.4,EOQLF,110.28,2017/09/03
FVLDO,2011/08/04,-539.79,NTQAV,-496.02,2004/06/20
TQZOE,2019/01/19,243.34,YKSTI,100.58,2005/08/03
MWOCI,2009/12/21,-546.17,EYLJD,408.96,2000/10/07
RZFSV,2002/06/24,809.84,ZHQFV,-83.13,2007/09/26
UNVXW,2006/11/15,-479.2,FMSZL,279.43,2008/10/09
VNNPO,2007/02/08,-339.67,ZJOVA,-13.59,2006/02/26
HHKXI,2004/02/19,-8.07,GIQAW,991.15,2003/07/24
TJUEH,2000/07/23,345.97,RKLPP,191.27,2014/05/03
BJDDQ,2015/03/23,-590.37,WZRGZ,71.36,2003/07/11
DSCPN,2008/06/11,-697.68,VZEUT,-383.77,2004/08/25
RWMQH,2013/10/16,165.56,ULWAM,769.17,2013/08/27
ZMLEU,2000/08/06,-225.18,WSLJK,-167.47,2011/02/22
GBMOY,2013/09/05,-143.45,LQVFD,-673.23,2010/06/18
MJUAH,2003/03/29,907.64,YIZYO,-557.9,2008/12/08
NUUDN,2019/01/02,-417.41,YMOJR,-36.95,2007/03/15
TGXGE,2006/06/07,657.98,GOMOC,-721.18,2011/10/21
RBRIU,2013/12/15,746.69,KVNXM,919.03,2012/08/03
GVOBJ,2018/03/20,383.23,TCBYZ,638.06,2018/02/12
GJQMM,2008/07/20,916.07,QTJKW,388.58,2004/10/11
KILMQ,2010/01/03,-879.89,SLRBX,223.27,2012/09/15
JFOKK,2001/08/06,-809.19,JJXCQ,88.59,2008/04/20
YFRNO,2008/09/29,489.62,YKTFM,-293.08,2003/07/25
YTUEX,2012/11/16,164.62,ZQITM,30.57,2018/04/10
WIQHJ,2007/01/21,-379.66,TGRLN,-573.87,2017/07/10
BYAWX,2019/03/28,601.13,GTYEF,471.89,2008/09/11
JUZBQ,2016/10/24,202.89,NBJYD,878.47,2002/09/04
XYEJC,2008/09/27,-549.31,DAGCC,-374.04,2015/02/02
HYJWY,2016/07/01,23.83,FYBVL,-688.51,2009/11/04
NHRFR,2000/05/26,-194.45,IEHEV,490.55,2008/04/18
SJFMG,2007/10/23,-860.83,DZKJH,-554.52,2019/01/06
XYIXD,2012/07/25,-545.78,BVLDE,95.97,2005/07/15
NGODH,2016/01/04,83.3,WQUTB,-68.16,2008/03/22
WQTFF,2018/04/16,794.2,BUMRA,516.5,2013/07/09
HOCBW,2001/08/10,510.24,RMGWI,701.0,2005/07/04
JPWOX,2015/01/29,127.28,QCQOF,-61.43,2013/08/27
SPOAA,2001/05/08,573.33,SOLZQ,-79.77,2017/03/26
ICEUW,2003/09/27,-785.62,ILKRK,501.99,2015/07/16
HCQOM,2002/03/02,588.49,LHVOK,506.9,2003/06/06
DRHGO,2004/06/15,-469.09,VXFHQ,282.54,2007/07/28
BFZLS,2009/05/08,-618.44,UACAG,928.24,2004/03/26
INLMQ,2017/05/02,714.47,BJPGJ,-105.98,2010/02/18
IRZNI,2010/02/04,832.69,ZBPDN,-800.97,2005/07/14
KUSWQ,2014/01/18,-674.3,XMGCN,899.47,2016/09/02
ACLNH,2019/01/27,62.45,KTKOY,338.25,2012/12/18
EHKHJ,2002/07/14,-68.57,NFKMG,-201.41,2004/09/15
ZDWGT,2012/08/03,555.68,UAXIA,404.87,2000/10/22
CGRQK,2010/02/12,-893.33,HLICE,-341.1,2016/11/05
KGWEL,2013/05/20,521.17,KPYNH,980.93,2017/02/21
OUVXU,2012/03/18,264.74,DMCAU,932.82,2013/10/02
UKDIK,2000/04/30,418.0,NYJLA,-783.56,2010/08/28
XYRYN,2010/02/27,794.08,IBEZP,-744.68,2011/08/19
OQHTF,2004/04/04,893.82,GZWDC,236.27,2000/02/17
STAVF,2017/07/03,-337.64,SFHLH,647.84,2001/11/12
SWCDR,2005/09/24,520.3,PAVAM,771.03,2016/11/19
YLOOK,2005/09/07,-491.68,FZNJM,689.02,2007/01/26
LRZIJ,2015/11/19,683.36,JJMUY,-430.12,2012/07/25
MIEMM,2005/09/08,-165.54,LIQXH,870.21,2019/12/04
ZONVN,2010/02/16,-996.62,EGFOH,44.29,2000/01/22
SZUCD,2014/01/01,189.83,GDQDY,-431.75,2008/11/08
HMAHR,2016/04/27,-24.11,YVNVG,240.5,2011/04/21
VOTAE,2011/10/30,-902.78,GNQXH,641.57,2000/12/10
HAPYU,2005/11/05,343.38,SHEDH,-440.9,2001/01/20
LJKEJ,2013/12/24,953.39,RXUAF,955.07,2013/03/04
PXSHN,2019/09/27,705.23,PVDCW,-787.53,2009/06/15
XRWFS,2009/12/13,95.36,VUQXB,-561.44,2019/06/15
NLXWO,2015/11/19,-52.86,NUMVS,405.71,2000/02/09
JCBUZ,2010/11/26,913.23,UQPFE,436.17,2014/06/02
URUTG,2016/12/30,209.05,YUEDB,313.72,2009/04/10
THLXH,2000/07/16,694.84,EZQVL,-801.29,2010/04/04
VKYTV,2007/03/18,970.79,HFOYB,-541.69,2010/05/23
XEVZI,2013/04/18,744.54,DVDXT,-411.13,2003/12/17
XVZHX,2001/12/13,198.72,FGFPG,246.44,2007/06/30
KCHBB,2017/11/21,419.33,CDMJO,368.2,2001/07/29
HLYBG,2004/03/26,-102.34,OZHFT,-673.16,2019/05/18
TKOIW,2001/09/19,969.22,XQAOS,-738.53,2005/12/11
BNMHE,2002/10/21,628.31,CMKEJ,302.09,2013/03/26
TNZAB,2011/03/24,-303.31,CIXKR,271.48,2014/09/07
HNWCH,2013/12/17,467.64,PPTOS,-175.7,2014/07/20
EXOFO,2014/06/09,-452.89,ULEHV,-396.86,2014/07/02
BERHO,2003/01/27,-581.19,FSEZQ,-282.55,2007/02/07
ADFNK,2002/09/15,-378.25,VXCBY,485.56,2009/03/27
RXEXD,2001/04/05,-776.25,APEAY,444.91,2005/07/13
UBXOT,2018/09/10,380.35,INUJZ,-286.15,2010/05/01
LISVR,2006/04/11,427.16,NNDNV,-225.75,2002/01/31
VHBND,2001/11/25,237.71,TVLIR,1.48,2016/10/02
LQIZD,2001/04/07,-19.0,NKFIR,346.68,2002/03/09
OVYMR,2012/10/10,-558.39,VYBQH,58.74,2006/08/25
FSEVI,2011/09/10,-144.32,EITNW,90.25,2004/10/11
PEJRY,2012/04/22,-946.64,XGUNX,944.46,2009/08/27
FQDGZ,2002/11/24,-578.56,AOJQN,385.27,2001/10/28
YEDHR,2002/11/04,-624.0,MGHAA,478.19,2012/09/02
PEQCO,2019/03/23,-351.77,TVNWI,816.79,2002/04/09
IXZFE,2018/06/20,-559.78,RFRVE,-587.16,2003/12/02
YPIBQ,2015/03/21,326.12,SANMN,-776.81,2015/01/30
RKHLV,2007/01/12,-926.81,WGILT,-861.86,2014/01/12
UOKRQ,2007/12/20,-869.68,RABGU,-367.7,2004/03/16
GYTAO,2000/12/16,-870.63,NOOLM,571.34,2015/11/01
CHFTW,2002/02/08,659.15,JWMGR,-39.38,2006/10/19
JVKPE,2002/07/23,951.13,WITDR,534.82,2016/05/06
ANPTI,2003/04/04,-133.88,FAMZL,-237.97,2017/05/08
NCZZU,2018/11/17,-794.65,YOSHU,-805.22,2003/08/01
TOWAN,2003/11/11,-263.69,CMLTS,-98.42,2006/11/02
MLVJZ,2019/08/07,54.39,NEDCB,67.03,2003/12/29
ZRCSI,2016/11/30,680.34,VLTHY,-701.54,2007/08/25
DPQNS,2005/11/28,-13.25,XLXMQ,288.81,2002/10/08
LQIRD,2008/04/04,410.37,CONCB,119.67,2012/03/13
IIYJK,2014/05/04,888.0,AMPXB,309.02,2010/08/30
NRIBM,2018/11/16,281.74,RFVGK,-394.16,2018/10/26
EBJDP,2004/02/21,695.92,ODDQO,253.84,2010/06/14
SSFEX,2011/05/31,616.66,YVKQJ,776.06,2017/12/15
BQNGP,2004/03/26,-453.53,SWTMD,-919.8,2000/11/01
CVBXK,2003/08/12,-891.45,KEAPS,-138.79,2015/11/12
AEZFG,2013/01/06,979.7,PMJZE,-698.91,2013/03/02
VYHKF,2003/03/22,-513.91,OZXZA,-318.39,2016/11/22
WKGFP,2012/06/06,-865.16,NEKRK,175.42,2001/01/21
JMITV,2000/03/31,-630.05,EFHKI,723.4,2011/12/09
